id,date,text,hashtags,name_mentions,handle_mentions,source,likes,retweets
1555652363561615367,2022-08-05 20:30:00+00:00,"Tonight on #SmackDown! 

☝️ @WWERomanReigns has a message for @DMcIntyreWWE 
👊 @ShinsukeN battles @wwe_kaiser to ea… https://t.co/gLODdKa0iE",SmackDown,"Roman Reigns,Drew McIntyre,Shinsuke Nakamura,𝐋𝐮𝐝𝐰𝐢𝐠 𝐊𝐚𝐢𝐬𝐞𝐫","WWERomanReigns,DMcIntyreWWE,ShinsukeN,wwe_kaiser",Sprinklr Publishing,1501,280
1555644812237340677,2022-08-05 20:00:00+00:00,It ain't easy being @GenuineLexLuger. Tune in this Sunday to relive Luger's rollercoaster of a journey during an al… https://t.co/1e89nzEZSA,,Lex Luger,GenuineLexLuger,Sprinklr Publishing,665,131
1555637263274594304,2022-08-05 19:30:00+00:00,"The Head of the Table is set to address his #WWECastle challenger TONIGHT on #SmackDown 

@WWERomanReigns… https://t.co/xOnUX6qrQD","WWECastle,SmackDown",Roman Reigns,WWERomanReigns,Sprinklr Publishing,7243,1000
1555629713141506049,2022-08-05 19:00:00+00:00,"""That was DEVASTATING... holy hell"" 😈😮👀

#SmackDown #Shotzi https://t.co/C4zWYfsDNP","SmackDown,Shotzi",,,Sprinklr Publishing,1866,193
1555622166250590208,2022-08-05 18:30:01+00:00,"TONIGHT on #SmackDown 

@ShinsukeN battles @wwe_kaiser for an opportunity at @Gunther_AUT's #ICTitle… https://t.co/TClnym2VXo","SmackDown,ICTitle","Shinsuke Nakamura,𝐋𝐮𝐝𝐰𝐢𝐠 𝐊𝐚𝐢𝐬𝐞𝐫,GUNTHER","ShinsukeN,wwe_kaiser,Gunther_AUT",Sprinklr Publishing,2360,297
1555614615379263488,2022-08-05 18:00:00+00:00,"""Guess what, son!"" ... this happened 3 years ago today on #WWERaw!

@Goldberg @HEELZiggler https://t.co/c8bmtaWsTf",WWERaw,"Bill Goldberg,Nic Nemeth","Goldberg,HEELZiggler",Sprinklr Publishing,1555,177
1555602182992547842,2022-08-05 17:10:36+00:00,"Who will challenge @YaOnlyLivvOnce for the gold at #WWECastle? 

We'll find out in a Gauntlet Match TONIGHT on… https://t.co/aBBQQ85cq3",WWECastle,LIV Morgan,YaOnlyLivvOnce,Sprinklr Publishing,5887,702
1555599513934598144,2022-08-05 17:00:00+00:00,"From a tractor to an ATV, watch @BrockLesnar’s coolest ring entrances.

#WWEPlaylist https://t.co/D6fklpgLHD",WWEPlaylist,Brock Lesnar,BrockLesnar,Sprinklr Publishing,1102,189
1555591965315633153,2022-08-05 16:30:00+00:00,"Get a behind the scenes look at #SummerSlam, tomorrow on https://t.co/wNpELtByip and WWE's social channels https://t.co/6uYx7vYafG",SummerSlam,,,Sprinklr Publishing,9640,871
1555584418189901826,2022-08-05 16:00:01+00:00,"WE GOT SOME HEAT! The storied rivalry between WWE and #WCW featured on an all-new WWE Rivals, this SUNDAY at 10/9c… https://t.co/SJ2IHO1BO2",WCW,,,Sprinklr Publishing,946,143
1555554658961219584,2022-08-05 14:01:46+00:00,".@EdgeRatedR  accidentally Spears @DomMysterio35 while repelling an attack from  #TheJudgmentDay.

#WWERaw https://t.co/p7sx7lFbjp","TheJudgmentDay,WWERaw","Adam (Edge) Copeland,Dominik","EdgeRatedR,DomMysterio35",Grabyo,658,113
1555554216655179776,2022-08-05 14:00:00+00:00,Watch @GenuineLexLuger prove himself and win back the respect of everyone he shared a locker room with during an al… https://t.co/4XgY8hwc4o,,Lex Luger,GenuineLexLuger,Sprinklr Publishing,443,76
1555539131513446403,2022-08-05 13:00:04+00:00,".@AJStylesOrg vs. @NXTCiampa — Winner faces @fightbobby next week for the #USTitle! 

#WWERaw https://t.co/YhyG5TUARq","USTitle,WWERaw","AJ Styles,BLACKHEART,Bobby Lashley","AJStylesOrg,NXTCiampa,fightbobby",Twitter Media Studio,574,87
1555524543338500096,2022-08-05 12:02:06+00:00,"The Mysterios, @reymysterio and @DomMysterio35, battle The @WWEUsos for the Undisputed WWE Tag Team Titles!… https://t.co/LqbthFsCtd",,"♛Rey Mysterio❔,Dominik,The Usos","reymysterio,DomMysterio35,WWEUsos",Grabyo,603,91
1555464130483654656,2022-08-05 08:02:02+00:00,".@BiancaBelairWWE’s match against @shirai_io ends in a huge brawl! 

#WWERaw https://t.co/IGgEeWQDnJ",WWERaw,"Bianca Belair,IYO SKY","BiancaBelairWWE,shirai_io",Grabyo,861,123
1555433946615365632,2022-08-05 06:02:06+00:00,"A returning @EdgeRatedR vows to destroy what he started and put an end to #TheJudgmentDay!

#WWERaw https://t.co/hrN64SxjAq","TheJudgmentDay,WWERaw",Adam (Edge) Copeland,EdgeRatedR,Grabyo,996,162
1555403843738927104,2022-08-05 04:02:29+00:00,Look back at @EdgeRatedR helping @reymysterio and @DomMysterio35 defeat #TheJudgmentDay at #SummerSlam! https://t.co/oRZzlJeDY8,"TheJudgmentDay,SummerSlam","Adam (Edge) Copeland,♛Rey Mysterio❔,Dominik","EdgeRatedR,reymysterio,DomMysterio35",Grabyo,684,121
1555357921441206272,2022-08-05 01:00:00+00:00,"You don't shoosh a shoosher.

@NXTCiampa @WWEGable https://t.co/p98Nx3nGSV",,"BLACKHEART,Chad Gable","NXTCiampa,WWEGable",Sprinklr Publishing,2233,182
1555342822693298177,2022-08-05 00:00:00+00:00,What is your favorite moment from the historic WWE vs. WCW rivalry? Sound off in the comments and don't miss the ep… https://t.co/xrrfUMNbV7,,,,Sprinklr Publishing,746,129
1555312624165965824,2022-08-04 22:00:00+00:00,"Watch @GenuineLexLuger's incredible journey during an all-new Biography: WWE Legends, starting Sunday at 8/7c on… https://t.co/bxXpeJmjCl",,Lex Luger,GenuineLexLuger,Sprinklr Publishing,697,128
1555297525766262787,2022-08-04 21:00:00+00:00,The career defining Claymore that helped @DMcIntyreWWE eliminate @WWERomanReigns and win the 2020 #RoyalRumble Matc… https://t.co/QZCyL6Do5y,RoyalRumble,"Drew McIntyre,Roman Reigns","DMcIntyreWWE,WWERomanReigns",Sprinklr Publishing,4305,455
1555252228444852225,2022-08-04 18:00:01+00:00,"It's not @tiffstrattonwwe's fault that she was born a gifted and superior athlete.

It's not her fault that you're… https://t.co/LGlvMkhVr4",,TIFFANY💅🏼,tiffstrattonwwe,Twitter Media Studio,865,128
1555237129634054146,2022-08-04 17:00:01+00:00,"Instant regret. 

#WWERaw @BiancaBelairWWE #IYOSKY https://t.co/eaFolqwdGg","WWERaw,IYOSKY",Bianca Belair,BiancaBelairWWE,Sprinklr Publishing,1664,185
1555222026624897028,2022-08-04 16:00:00+00:00,"That's certainly one way to pin your opponent...

#WWETop10 https://t.co/shpJxwlG07",WWETop10,,,Sprinklr Publishing,1407,148
1555206934294413312,2022-08-04 15:00:02+00:00,Ask and @DMcIntyreWWE shall deliver. https://t.co/DSB2Ae8MkQ,,Drew McIntyre,DMcIntyreWWE,Sprinklr Publishing,1867,171
1555192335243378690,2022-08-04 14:02:01+00:00,".@HEELZiggler, @NXTCiampa and @WWEGable battle it out in a Triple Threat Match, winner moves one step closer to bec… https://t.co/9jXcLo1CAW",,"Nic Nemeth,BLACKHEART,Chad Gable","HEELZiggler,NXTCiampa,WWEGable",Grabyo,639,95
1555162225064742913,2022-08-04 12:02:22+00:00,"Out of nowhere and completely unprovoked, @itsBayleyWWE, @ImKingKota and @shirai_io attack @AlexaBliss_WWE and… https://t.co/NPn7umVwzg",,"Bayley,𝖈𝖍𝖆𝖗𝖑𝖎𝖊𝖌𝖎𝖗𝖑 🎮,IYO SKY,Lexi (Kaufman) Cabrera","itsBayleyWWE,ImKingKota,shirai_io,AlexaBliss_WWE",Grabyo,1730,215
1555132028701577224,2022-08-04 10:02:23+00:00,Relive @WWERomanReigns' unbelievable Last Man Standing Match against @BrockLesnar at #SummerSlam! https://t.co/9yy2iog7uC,SummerSlam,"Roman Reigns,Brock Lesnar","WWERomanReigns,BrockLesnar",Grabyo,1271,246
1555101778781290498,2022-08-04 08:02:11+00:00,"As @WWERollins mocks an injured Riddle, he gets interrupted by The Street Profits and ends up accepting a challenge… https://t.co/KHfSHDqYRb",,Seth “Freakin’” Rollins,WWERollins,Grabyo,667,104
1555071519306424323,2022-08-04 06:01:56+00:00,"After a game of rock-paper,-scissors, @MontezFordWWE charges in to challenge @WWERollins to a one-on-one match on… https://t.co/6aYMAbevOU",,"𝕂𝕚𝕟𝕘 𝕋𝕖𝕫,Seth “Freakin’” Rollins","MontezFordWWE,WWERollins",Grabyo,743,107
1555041294736556032,2022-08-04 04:01:50+00:00,Look back at @SuperKingofBros #SummerSlam brawl with @WWERollins. https://t.co/WeamQIj6ql,SummerSlam,"matthew riddle,Seth “Freakin’” Rollins","SuperKingofBros,WWERollins",Grabyo,861,118
1555010632935694337,2022-08-04 02:00:00+00:00,".@HEELZiggler spills the tea about WWE locker room. ☕️

@tiktok_us https://t.co/mlFve45AuR",,"Nic Nemeth,TikTok US","HEELZiggler,tiktok_us",Sprinklr Publishing,2424,259
1554980436664778755,2022-08-04 00:00:00+00:00,Tensions reach a boiling point on the road to #NXTHeatwave in this week's #WWENXT Top 10! https://t.co/VMi67TwqKt,"NXTHeatwave,WWENXT",,,Sprinklr Publishing,907,110
1554965334443958272,2022-08-03 23:00:00+00:00,"That time @fightbobby put a Hurt Lock on a 🍉😆 

#NationalWatermelonDay https://t.co/cmX6lIqUv4",NationalWatermelonDay,Bobby Lashley,fightbobby,Twitter Media Studio,5038,558
1554950236812066818,2022-08-03 22:00:00+00:00,"😂🤣

@WWEAsuka wasn't impressed with @AlexaBliss_WWE's mind games... https://t.co/RjYe4PWbe0",,"ASUKA / 明日華,Lexi (Kaufman) Cabrera","WWEAsuka,AlexaBliss_WWE",Sprinklr Publishing,2880,302
1554920041841192961,2022-08-03 20:00:01+00:00,.@GameOverGreggy and WWE Superstars break down the Most Awesome Superstar Entrances on an ALL-NEW episode of… https://t.co/ijX6Rkh2rS,,Greg Miller,GameOverGreggy,Twitter Media Studio,801,125
1554904941105483776,2022-08-03 19:00:01+00:00,"Respect given. Respect earned. 👊

@BeckyLynchWWE @BiancaBelairWWE https://t.co/P64hT89gfs",,"The Man,Bianca Belair","BeckyLynchWWE,BiancaBelairWWE",Sprinklr Publishing,4133,461
1554889166864908291,2022-08-03 17:57:20+00:00,"""Cole's left me!""

@JCLayfield has nothing but praise for the commentary team of @MichaelCole and @PatMcAfeeShow!… https://t.co/bTtkA4gkXZ",,"John Layfield,Michael Cole,Pat McAfee","JCLayfield,MichaelCole,PatMcAfeeShow",Grabyo,689,100
1554887932762374145,2022-08-03 17:52:26+00:00,"Has @LoganPaul won over WWE Hall of Famer @JCLayfield? 

Here's what JBL has to say about Logan's performance at… https://t.co/eYRCXCuLZP",,"Logan Paul,John Layfield","LoganPaul,JCLayfield",Grabyo,1041,119
1554886645874393089,2022-08-03 17:47:19+00:00,"Don't forget #WWEonAE Superstar Sunday continues THIS Sunday! 

Here's a look at the upcoming episode of Biography… https://t.co/PoFtgzQFuk",WWEonAE,,,Grabyo,430,75
1554885616995016704,2022-08-03 17:43:14+00:00,".@DwightHoward has a message for the Undisputed WWE Universal Champion, @WWERomanReigns! 

#WWETheBump https://t.co/v2rsYCVPeO",WWETheBump,"Dwight Howard,Roman Reigns","DwightHoward,WWERomanReigns",Grabyo,1207,147
1554885377030328326,2022-08-03 17:42:16+00:00,"NBA champion, Olympic gold medalist, and so many more. 

@DwightHoward has numerous accolades, is WWE Champion next… https://t.co/t1wXeLsE9x",,Dwight Howard,DwightHoward,Grabyo,449,80
1554883858885214209,2022-08-03 17:36:14+00:00,"Props✔️
A Superstar name✔️
Dwight came prepared! 

How does @DwightHoward grade his WWE promo skills?
#WWETheBump https://t.co/XnlKoml3b0",WWETheBump,Dwight Howard,DwightHoward,Grabyo,417,70
1554883405896105984,2022-08-03 17:34:26+00:00,"None of us were expecting to see @DwightHoward at the WWE Tryouts in Nashville, but what a surprise it was! 

How d… https://t.co/xAlEEGxAxx",,Dwight Howard,DwightHoward,Grabyo,415,72
1554882369311723521,2022-08-03 17:30:19+00:00,"It looks like @DwightHoward is EXCITED to be joining @WWETheBump right now! 

#WWETheBump https://t.co/Vg1Qk8mPUM",WWETheBump,"Dwight Howard,WWE’s The Bump","DwightHoward,WWETheBump",Grabyo,891,79
1554880606374346752,2022-08-03 17:23:19+00:00,"Without giving anything away, @ImKingKota is making it known that her, @itsBayleyWWE and @shirai_io have a plan to… https://t.co/FN0GevQsqq",,"𝖈𝖍𝖆𝖗𝖑𝖎𝖊𝖌𝖎𝖗𝖑 🎮,Bayley,IYO SKY","ImKingKota,itsBayleyWWE,shirai_io",Grabyo,1155,215
1554878590520524801,2022-08-03 17:15:18+00:00,"What does @ImKingKota hope to accomplish with @itsBayleyWWE and @shirai_io by her side on #WWERaw? 

#WWETheBump https://t.co/itdJQquPmF","WWERaw,WWETheBump","𝖈𝖍𝖆𝖗𝖑𝖎𝖊𝖌𝖎𝖗𝖑 🎮,Bayley,IYO SKY","ImKingKota,itsBayleyWWE,shirai_io",Grabyo,877,174
1554877793573523457,2022-08-03 17:12:08+00:00,"""You thought you'd seen the last of me, huh?""

@ImKingKota describes how she felt during her SHOCKING return at… https://t.co/y0OFanJKXr",,𝖈𝖍𝖆𝖗𝖑𝖎𝖊𝖌𝖎𝖗𝖑 🎮,ImKingKota,Grabyo,933,199
1554859643373060098,2022-08-03 16:00:01+00:00,"Lost in the SKY

#WWERaw #IYOSKY https://t.co/ODkdP0dvoA","WWERaw,IYOSKY",,,Sprinklr Publishing,4504,486
1554844539369709572,2022-08-03 15:00:00+00:00,"""I'M YOUR DADDY!!!"" 😤 https://t.co/PcZflsDUg3",,,,Twitter Media Studio,4891,387
1554829208471228418,2022-08-03 13:59:05+00:00,"NBA champion @DwightHoward, the powerful @ImKingKota and WWE Hall of Famer @JCLayfield sit down with @WWETheBump! https://t.co/Xhw38La92R",,"Dwight Howard,𝖈𝖍𝖆𝖗𝖑𝖎𝖊𝖌𝖎𝖗𝖑 🎮,John Layfield,WWE’s The Bump","DwightHoward,ImKingKota,JCLayfield,WWETheBump",Twitter Media Studio,655,126
1554769605075369985,2022-08-03 10:02:14+00:00,".@AJStylesOrg, @mikethemiz and @AliWWE battle it out in a Triple Threat Match.  Winner moves one step closer to ear… https://t.co/pgghJwXyuB",,"AJ Styles,The Miz,Mustafa Ali / Adeel Alam","AJStylesOrg,mikethemiz,AliWWE",Grabyo,701,110
1554769420689543170,2022-08-03 10:01:30+00:00,"After further injuring @BeckyLynchWWE, @itsBayleyWWE, @ImKingKota &amp; @shirai_io claim there is a method to their mad… https://t.co/6UmarNF8j9",,"The Man,Bayley,𝖈𝖍𝖆𝖗𝖑𝖎𝖊𝖌𝖎𝖗𝖑 🎮,IYO SKY","BeckyLynchWWE,itsBayleyWWE,ImKingKota,shirai_io",Grabyo,738,110
1554739181712179200,2022-08-03 08:01:21+00:00,".@BiancaBelairWWE runs to the aid of @BeckyLynchWWE after she is brutally attacked by @itsBayleyWWE, @ImKingKota an… https://t.co/VjO4RQmPLt",,"Bianca Belair,The Man,Bayley,𝖈𝖍𝖆𝖗𝖑𝖎𝖊𝖌𝖎𝖗𝖑 🎮","BiancaBelairWWE,BeckyLynchWWE,itsBayleyWWE,ImKingKota",Grabyo,1039,157
1554709177444048897,2022-08-03 06:02:07+00:00,"After their explosive match for the #WWERaw Women’s Title at #SummerSlam, an injured Big Time @BeckyLynchWWE shakes… https://t.co/HzHoKgGnz5","WWERaw,SummerSlam",The Man,BeckyLynchWWE,Grabyo,1006,165
1554694033343127552,2022-08-03 05:01:57+00:00,Relive @BiancaBelairWWE’s battle against @BeckyLynchWWE at #SummerSlam! https://t.co/PLxhKkqRjL,SummerSlam,"Bianca Belair,The Man","BiancaBelairWWE,BeckyLynchWWE",Grabyo,1538,225
1554648972282806272,2022-08-03 02:02:53+00:00,"This fight can only be settled in the streets.

#WWENXT @WWESoloSikoa @WWEVonWagner https://t.co/WdHom6bKHx",WWENXT,"Solo,Von Wagner","WWESoloSikoa,WWEVonWagner",Grabyo,697,130
1554644841094680577,2022-08-03 01:46:28+00:00,"This match is heating up! 🔥🔥🔥

Who will walk through the flames and come out victorious, @wwe_alba or… https://t.co/sf7mx6jysn",,🏴󠁧󠁢󠁳󠁣󠁴󠁿🔥,wwe_alba,Grabyo,564,112
1554642008509239301,2022-08-03 01:35:13+00:00,".@BrooksJensenWWE is showing @JoeGacy what country strong really means! 

#WWENXT https://t.co/RHQVgYNrAo",WWENXT,"Brooks Jensen,Joe Gacy","BrooksJensenWWE,JoeGacy",Grabyo,408,91
1554638766337396737,2022-08-03 01:22:20+00:00,"The emperor @EscobarWWE is back!! 👑

And he has some unfinished business with @TonyDangeloWWE. 

#WWENXT https://t.co/dAqOf01p8f",WWENXT,"SANTOS ESCOBAR💀🇲🇽,Tony D’Angelo","EscobarWWE,TonyDangeloWWE",Grabyo,1222,233
